0.000000000000000000e+00 8.149974369889090298e-02 1.784119630496381129e-02 7.848022959354163108e-02 -5.466915261631660923e-03 -4.244863679920952634e-03 -7.660585995338199151e-03 -3.638472068461005653e-04 -1.619971728867308520e-03 4.268895772600794303e-04
1.000000000000000056e-01 -1.840147168708511638e-01 -2.802261504683616067e-02 -2.607895263424981486e-02 -3.338517799914268724e-02 1.675421335901036007e-03 -1.189288222437168488e-02 -9.450659555477426352e-03 -6.043177988570846981e-03 -1.002927989925085986e-02
2.000000000000000111e-01 6.409094366286616218e-03 3.802485591963264411e-03 -8.387190388239186556e-02 -2.190303662935728229e-02 -1.626060832504970868e-02 -1.905578141987791102e-02 -1.520187677545806713e-02 -1.467163747126410712e-02 -1.607280442447923605e-02
3.000000000000000444e-01 -1.061136522698176154e-01 -5.549928706134513862e-02 -4.130418061265327123e-02 -3.398921995178325745e-02 -1.407690808574351728e-02 -1.698301772383145614e-02 -2.525503685094063200e-02 -2.184653353087268393e-02 -2.034169234815121421e-02
4.000000000000000222e-01 -3.680179437963651545e-02 -1.559388845466712012e-02 2.360827960390682670e-02 -1.268934107061523570e-02 -2.006188296717653641e-02 -1.460119019400695287e-02 -1.811876319161926860e-02 -1.911731833960295460e-02 -2.025606502642857826e-02
5.000000000000000000e-01 -1.652719232473167169e-02 -1.176886960695336104e-01 4.736380129540956885e-02 -4.773893073047340285e-02 -5.975297516351207525e-03 -2.023452605061102152e-02 -1.809050770669630090e-02 -2.131663320779850213e-02 -1.684828091398538064e-02
6.000000000000000888e-01 8.328306641754537609e-02 -1.432585387676934829e-01 -5.693865012196013681e-02 -6.284883916842795917e-03 -1.746184565195401869e-02 -1.152508030082830329e-02 -1.778940769791041016e-02 -1.772712016403314370e-02 -1.693115195170834600e-02
7.000000000000000666e-01 1.028870154212494226e-01 7.420446648449628008e-04 -9.119010864350386714e-03 -5.201403056213462633e-02 -1.977152102894331326e-02 -1.524114206347222319e-02 -1.291463976353670814e-02 -1.333274183026709504e-02 -1.118784513921071248e-02
8.000000000000000444e-01 2.093760766379868521e-01 5.384310721991684978e-02 -2.525628323535109368e-02 -1.492872319088996147e-02 -1.478866792602763144e-02 -9.991716574134612561e-03 -7.124466888548598720e-03 -3.160823091256750091e-03 -5.158449238145267242e-03
9.000000000000000222e-01 8.736076081253610348e-02 8.402401339200091246e-02 3.332768278061400830e-02 4.399542380222560417e-02 6.229787861342159574e-03 9.218514824913801031e-03 9.515780962161903694e-03 3.119203210693985776e-03 4.416648422554658379e-03
1.000000000000000000e+00 5.025484035265916083e-02 1.849674376538232648e-02 -5.967325816565727248e-03 2.668503639806053124e-02 1.640652830351140012e-02 2.850573368263402407e-02 2.003220778760493592e-02 1.692313667512861455e-02 1.589280004435694726e-02
1.100000000000000089e+00 5.557314050937352951e-02 2.343164347509957973e-02 4.992344698274352177e-02 5.688060418247319061e-02 2.158784031834888942e-02 2.065695502328298433e-02 3.194964590884001587e-02 2.528901317514811384e-02 2.825836637326605005e-02
1.200000000000000178e+00 1.571109086205319319e-02 9.801149571204262334e-02 5.416383154974336450e-02 6.862655414381874097e-02 4.165431406636697226e-02 5.279385862696683862e-02 3.858311027811918426e-02 4.210565682127567766e-02 4.025518218299950490e-02
1.300000000000000044e+00 1.756568068219397927e-01 -1.959696190913683134e-02 -2.875356903428855082e-03 7.470017195654926612e-02 5.337649771948402289e-02 5.246490295468559523e-02 6.039142699525946317e-02 5.499312433631876884e-02 5.560596445056587706e-02
1.400000000000000133e+00 -1.012509083073004357e-01 3.033643507257583610e-02 7.784542420341125646e-02 7.901456884313115547e-02 8.605261655327722803e-02 6.920574095534361148e-02 6.757245790225480109e-02 7.411944512441195898e-02 6.865042020351382057e-02
1.500000000000000000e+00 1.312521929786131247e-02 9.058245408133665244e-02 1.276016197416013909e-01 1.096423244237391681e-01 9.224574792509929178e-02 8.907567076578234988e-02 8.818574465313720745e-02 8.567191818888701682e-02 8.655145057736653158e-02
1.600000000000000089e+00 3.527289585853190523e-01 1.211323857514365332e-01 7.392559973464382650e-02 8.495043340609706450e-02 9.614164204954608883e-02 1.069904913987393125e-01 1.033569763213305764e-01 1.005496167464003943e-01 1.019305094036106335e-01
1.700000000000000178e+00 2.436828297407171717e-01 2.103676086580056059e-01 1.121005360903020026e-01 1.284443192182044557e-01 9.819448446061561364e-02 1.183101819649521463e-01 1.191353219200536190e-01 1.174735967705293066e-01 1.175728356741051889e-01
1.800000000000000044e+00 5.461927471302086001e-02 1.731422938329193750e-01 8.486808657667048450e-02 1.423459770554235670e-01 1.275629134912718565e-01 1.284745249126710009e-01 1.317533521014839226e-01 1.310763205166709244e-01 1.319895427727345860e-01
1.900000000000000133e+00 2.280320430738470849e-01 1.532990390372673817e-01 1.542247811102451516e-01 1.549532432634166124e-01 1.334245032981344614e-01 1.352300533489286249e-01 1.431394910592547198e-01 1.461446094018322983e-01 1.453237880231414147e-01
2.000000000000000000e+00 1.772442063447498550e-01 1.159428111318811239e-01 1.724356401291922414e-01 1.494436176892691426e-01 1.507481364082873254e-01 1.654267477753224580e-01 1.591608898811218697e-01 1.591811335510344150e-01 1.603189417928748972e-01
2.100000000000000089e+00 2.413323151638597508e-01 2.071657110216526265e-01 2.604027599583668695e-01 1.582532950430963481e-01 1.629612383648952889e-01 1.736342753522834292e-01 1.725334665418226665e-01 1.707588745856649659e-01 1.713401306469477803e-01
2.200000000000000178e+00 1.167032866922963763e-01 3.056787626855865803e-01 1.718552225745694217e-01 1.875739181470688632e-01 1.750372693563178594e-01 1.800236444172942096e-01 1.830611019711006759e-01 1.847844311437899234e-01 1.831617595326605064e-01
2.300000000000000266e+00 1.657717791487950398e-02 2.475366715973754128e-01 1.795288750908517472e-01 2.047651275345790112e-01 1.830102191064333084e-01 1.973718742797674064e-01 1.896303937125383143e-01 1.899307385569537765e-01 1.943942350697751842e-01
2.400000000000000355e+00 2.425834310047799147e-01 2.527626473743233571e-01 2.335662195019651277e-01 1.998614314539539361e-01 1.947673813387486019e-01 1.966457539194570725e-01 1.977810365674205484e-01 2.019730292199650168e-01 1.990739158095049532e-01
2.500000000000000000e+00 2.183892050552286301e-01 2.016776256314036786e-01 1.847518934938444657e-01 2.236741745725849828e-01 2.139205447141467320e-01 2.082228996683902489e-01 2.081082314091012575e-01 2.059820294510627259e-01 2.068805417486168918e-01
2.600000000000000089e+00 2.018877478500339107e-01 3.155584920625480461e-01 2.174366907617654998e-01 2.281022075632937463e-01 1.971284960537773023e-01 2.100875876343199500e-01 2.115883363065924339e-01 2.116446588092845416e-01 2.084296533065960189e-01
2.700000000000000178e+00 3.890260078453401382e-01 1.936676582353365483e-01 2.406067005930682401e-01 2.186165798091399548e-01 2.095562238220436413e-01 2.044292734788857591e-01 2.106350736097163667e-01 2.098150128257661451e-01 2.084189584560067199e-01
2.800000000000000266e+00 2.299790437772500085e-01 1.461243026376174703e-01 2.474578999328037598e-01 2.440767264375804102e-01 2.226918465145761028e-01 2.057208351006019342e-01 2.036568599125941625e-01 2.064409551795044762e-01 2.078784744852907596e-01
2.900000000000000355e+00 2.408036174386426476e-01 1.694678920686872037e-01 1.826061786158779121e-01 2.263496244012535297e-01 1.876781032657593995e-01 1.956113139250031385e-01 2.019509196383460214e-01 2.036724904823809246e-01 2.043699402528990350e-01
3.000000000000000000e+00 2.567794857480941717e-01 2.798100445359487098e-01 1.652724118266722664e-01 2.155567555930725798e-01 2.060144698498452553e-01 1.951287824903872314e-01 1.936199112138568268e-01 1.940497079635919997e-01 1.960010387232397067e-01
3.100000000000000089e+00 1.843640255022841457e-01 2.491586467785402714e-01 1.583875785856213581e-01 1.937380223658163869e-01 1.859643226384039283e-01 1.811277970935193937e-01 1.838815104289020508e-01 1.845068255686666825e-01 1.839951894751749584e-01
3.200000000000000178e+00 2.740762203899989591e-01 8.634540380042263208e-02 1.549043966679025941e-01 1.512807668565473163e-01 1.809001115601220622e-01 1.754846640783006562e-01 1.690264377457311451e-01 1.737249764624003989e-01 1.738650289979862540e-01
3.300000000000000266e+00 2.773359798691548139e-01 1.639136980596327675e-01 1.635734080311625760e-01 1.399739017487179604e-01 1.562116744196902773e-01 1.543333081402064877e-01 1.534328410622036731e-01 1.555353032749399733e-01 1.556132893066118073e-01
3.400000000000000355e+00 2.308377098528496818e-01 8.960726907651937745e-02 1.411251789200520523e-01 1.220389893416142374e-01 1.488495344230790496e-01 1.369287854651042580e-01 1.345153228764697506e-01 1.388621060011694386e-01 1.364812098321662726e-01
3.500000000000000000e+00 2.135971385628815666e-01 5.230241343606382987e-02 9.423351098892847333e-02 1.159560102369964069e-01 1.080964791958312493e-01 1.102979272567780056e-01 1.155266416137326890e-01 1.144247628990345128e-01 1.140769139889715178e-01
3.600000000000000089e+00 6.599621476533389097e-02 -1.205664625413077617e-03 1.597047082975535104e-01 1.109669927544022494e-01 9.459635249253241229e-02 9.202772206662049315e-02 8.623921760914494972e-02 8.656546071518653185e-02 9.040932537112204848e-02
3.700000000000000178e+00 3.130645528113573661e-02 6.492214027464558723e-02 5.710723835842955454e-02 3.981233557552887881e-02 6.307112515475718495e-02 6.406168269986664554e-02 6.511447103933225289e-02 6.140785084845498676e-02 6.231384162940929727e-02
3.800000000000000266e+00 -1.676825203765615613e-01 1.430327827620770167e-02 -4.985636125932946250e-03 3.407695945955294820e-02 2.564251316817191262e-02 3.221134894677332022e-02 2.568680838683529838e-02 3.102003013867288619e-02 3.063596685512588388e-02
3.900000000000000355e+00 1.594667012243546067e-02 -1.797224310636903050e-02 4.877493896123757770e-04 -3.785054855396580847e-02 -9.555503172063764192e-03 -3.048464456619492946e-03 -2.130593803898331653e-03 -6.340062768070290136e-05 -3.163227898679238891e-03
4.000000000000000000e+00 -9.747470615575147546e-03 -5.583027760733771244e-02 -9.527257627401944373e-02 -1.039356713754622033e-02 -3.986176830961863510e-02 -2.065735991751734002e-02 -3.782205764469358938e-02 -3.923673809722357658e-02 -3.872980184199817377e-02
4.100000000000000533e+00 -4.971079194272103735e-02 -3.658146045932225698e-02 -8.297493088336849176e-02 -9.331351243978250332e-02 -7.147116496069209901e-02 -7.282257042487999543e-02 -7.705284189807359851e-02 -7.600059808346482093e-02 -7.401497310664946483e-02
4.200000000000000178e+00 -6.778897687789886550e-03 -1.451989191643134058e-01 -7.160990543611847614e-02 -1.270829254572788392e-01 -1.105003895321800544e-01 -1.175684773730821947e-01 -1.178289156262183335e-01 -1.158489685508346800e-01 -1.154216111770929309e-01
4.299999999999999822e+00 -7.536288557291917489e-02 -1.898346524705501193e-01 -1.632618364278466960e-01 -1.526636243078798860e-01 -1.555105722170586069e-01 -1.502424097202793574e-01 -1.575008754137232625e-01 -1.551907568053010056e-01 -1.568464987681078560e-01
4.400000000000000355e+00 -1.490130928363314899e-01 -2.915415667312538650e-01 -2.080615337376683360e-01 -2.004112043662276965e-01 -2.038969700185349065e-01 -2.030593279832735298e-01 -1.998943564945906415e-01 -1.989253804507216117e-01 -1.979259226856805998e-01
4.500000000000000000e+00 -2.337121538776496532e-01 -1.856377824786054620e-01 -2.603994559067440706e-01 -2.606995310458106174e-01 -2.272172525486558237e-01 -2.429858177988953316e-01 -2.430251425013473521e-01 -2.447554047585546178e-01 -2.438338796562664890e-01
4.600000000000000533e+00 -3.631598275956886002e-01 -2.345243924192330076e-01 -2.760725449858165148e-01 -2.893278295529475574e-01 -2.801674203028236554e-01 -2.909051054976438122e-01 -2.871249525226569066e-01 -2.884756842891414430e-01 -2.896917341145993086e-01
4.700000000000000178e+00 -2.218205836472555426e-01 -3.367238855214222948e-01 -3.580743522384835509e-01 -3.453570464907263493e-01 -3.334444496240769329e-01 -3.473214461490888305e-01 -3.319124244633241405e-01 -3.349488179890067197e-01 -3.356616653632714109e-01
4.800000000000000711e+00 -4.479161386739160533e-01 -4.194597384296478992e-01 -3.739144280400116260e-01 -3.545156396139105826e-01 -3.635005098740520801e-01 -3.865419572630813261e-01 -3.770665887365225455e-01 -3.845930878171267553e-01 -3.816547165629828320e-01
